;Region;Country Code;Country;Year;Sex;32 - Contraceptive prevalence among women who are married or in a union  aged 15-49;35b - Antenatal care coverage  at least four visi;4 - Proportion of employed who are own-account workers  by sex;9 - Informal employment as a percentage of total non-agricultural employment  by sex;8b - Percentage distribution of employed population in industrial sector  by sex;31c - Educational attainment (upper secondary) of the population aged 25 and older  by sex;30 - Effective transition rate from primary to secondary education (general programmes)  by sex;20 - Youth literacy rate of persons (15-24 years)  by sex;24b - Gender parity index of the gross enrolment ratio in secondary education;10 - Youth unemployment rate for persons aged 15-24  by sex;36 - Proportion of births attended by skilled health professional;29 - Gross graduation ratio from lower secondary education  by sex;31d - Educational attainment (post-secondary) of the population aged 25 and older  by sex;26 - Proportion of females among tertiary education teachers or professor;3a - Labour force participation rate for persons aged 15-24  by sex;25 - Share of female science  engineering  manufacturing and construction graduates at tertiary level;27 - Adjusted net intake rate to the first grade of primary education  by sex;24a - Gender parity index of the gross enrolment ratio in primary education;8c - Percentage distribution of employed population in service sector  by sex;33 - Under-five mortality rate  by sex;23 - Gross enrolment ratio in tertiary education  by sex;6 - Proportion of employed who are employers  by sex;21 - Adjusted net enrolment rate in primary education by sex;28 - Primary education completion rate (proxy)  by sex;43 - Women’s share of government ministerial position;3b - Labour force participation rate for persons aged 15+  by sex;35a - Antenatal care coverage  at least one visi;31b - Educational attainment (lower secondary) of the population aged 25 and older  by sex;40 - Access to anti-retroviral drug  by sex;22 - Gross enrolment ratio in secondary education  by sex;39 - Women’s share of population aged 15-49 living with HIV_AIDS;14 - Proportion of employed working part-time  by sex;24c - Gender parity index of the gross enrolment ratio in tertiary education;44 - Proportion of seats held by women in national parliamen;50 - Prevalence of female genital mutilation_cutting (for relevant countries only);52 - Adolescent birth rate;8a - Percentage distribution of employed population in agricultural sector  by sex;51 - Percentage of women aged 20-24 years old who were married or in a union before age 18;34 - Maternal mortality ratio;45 - Women’s share of managerial position;18 - Proportion of individuals using mobile_cellular telephones  by sex;49 - Proportion of women (aged 15-49) subjected to sexual violence by persons other than an intimate partner  since age 15;37 - Smoking prevalence among persons aged 15 and over  by sex;31e - Educational attainment (tertiary) of the population aged 25 and older  by sex;5 - Proportion of employed who are contributing family workers  by sex;1 - Average number of hours spent on unpaid domestic and care work  by sex;48 - Proportion of ever-partnered women (aged 15-49) subjected to physical and_or sexual violence by a current or former intimate partner  in the last 12 month;46 - Share of female police officer;38 - Proportion of adults who are obese  by sex;31a - Educational attainment (primary) of the population aged 25 and older  by sex;2 - Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex;41 - Life expectancy at age 60  by sex;17 - Proportion of individuals using the Internet  by sex;47 - Share of female judge
90;Developed regions;124;Canada;2002;Female;74,0;;8,26;;11,29;;;;;11,72;99,3;;;;65,26;31,6;;;87,13;;;2,95;;;;60,91;;;;;-;27,7;;20,6;;14,8;1,56;;9,0;;;;;;0,31;;;;;;;;;
91;Developed regions;203;Czech Republic;2008;Female;86,3;;7,7;;26,72;;99,85;;;9,93;99,6;;;;26,12;30,05;;;70,97;;66,3;1,89;;98,54;12,5;49,32;;;;94,93;15;17,67;;15,5;;11,4;2,3;;5,0;29,22;91,32;;;;1,03;;;0,14;26,5;;;;60,15;
92;Developed regions;203;Czech Republic;2005;Female;78,2;;7,16;;26,47;;99,82;;;19,05;99,8;;;40,15;28,89;27,38;;;70,68;;52,12;1,99;;98,8;11,111111111110999;50,66;;;;96,7;15;16,93;;17,0;;10,9;2,82;;6,0;31,54;;;;;1,25;;;0,13;;;;22,46;32,51;
93;Developed regions;203;Czech Republic;1997;Female;72,0;;5,17;;29,31;;;;;7,2;100,0;;;;38,65;;;;66,29;;23,04;2,17;;;;51,6;;;;89,5;15;13,29;;15,0;;17,2;4,32;;9,0;25,96;;;;;0,64;;;;;;;;;
94;Developed regions;233;Estonia;2005;Female;63,4;;3,42;;24,24;;;;;13,82;99,6;;;48,47;31,08;43,54;;;72,52;;85,8;1,26;96,52;101,64;15,384615384615;53,63;;;;104,67;31;15,21;;18,8;;22,7;3,24;;15,0;41,04;;;;;0,2;;;;;;;22,61;58,86;
95;Developed regions;250;France;2008;Female;76,4;;3,8;;10,94;;;;;18,07;98,0;;;;34,74;28,54;99,01;;86,74;;61,15;2,56;99,25;;46,666666666667005;51,1;;;;111,62;-;40,91;;18,2;;10,3;1,84;;10,0;36,77;84,08;;;;0,99;;;;14,6;;;;71,87;
96;Developed regions;250;France;2000;Female;81,8;;3,89;;14,09;;;;;22,56;;;;33,0;32,39;30,3;97,07;;83,0;4,7;60,04;2,07;99,81;;;49,08;;;;108,61;-;33,67;;10,9;;8,0;2,86;;12,0;31,65;;;;;2,31;;;;;;;25,85;;
97;Developed regions;250;France;2005;Female;74,8;;3,79;;12,07;;;;;21,28;97,9;;;;34,2;27,94;98,76;;85,28;;61,96;2,1;99,45;;17,647058823529;50,46;;;;112,35;-;40,77;;12,2;;7,5;2,29;;10,0;36,34;;;;;1,54;;;;;;;26,79;;
98;Developed regions;250;France;2004;Female;76,6;;3,7;;12,5;;;;;19,77;98,0;;;39,3;33,27;28,35;94,97;;84,5;;61,5;2,23;99,28;;;50,14;99,8;;;108,04;-;39,13;;12,2;;7,7;2,65;;10,0;33,06;;;;;1,85;;;;;;;;;
99;Developed regions;276;Germany;2005;Female;66,2;;4,86;;16,06;;99,34;;;14,03;98,2;;;34,41;46,71;24,37;100,0;;82,2;;;2,62;;98,69;46,153846153846;51,1;;;;101,12;19;45,07;;32,8;;10,5;1,74;;7,0;24,3;;;;;1,94;;;0,15;;;;24,66;64,21;
100;Developed regions;300;Greece;1999;Female;61,3;;17,64;;12,44;;;;;41,16;;;;31,37;37,56;;99,05;;67,78;;49,41;3,2;96,92;;;40,37;;;;93,6;19;17,98;;6,3;;;19,79;;4,0;18,9;;;;;18,46;;;;;;;;;
101;Developed regions;300;Greece;2001;Female;76,2;;17,2;;11,7;;;98,99;;36,12;;;;;33,88;;97,19;;70,89;;63,67;3,8;97,57;;;39,58;;;;96,32;19;14,68;;8,7;;11,0;17,42;;3,0;18,55;;;;;14,76;;;;;;;;;
102;Developed regions;372;Ireland;2005;Female;64,8;;3,9;;11,89;;;;;7,96;99,7;;;39,37;49,87;30,47;99,22;;86,8;;60,72;2,33;;95,86;21,428571428571;51,82;;;;114,7;30;42,46;;13,3;;;1,3;;8,0;43,59;;;;;0,9;4,93;;;;;7,63;24,3;42,76;
103;Developed regions;372;Ireland;1998;Female;77,0;;4,71;;16,34;;99,78;;;10,96;;;;33,42;44,59;34,96;100,0;;80,5;;44,43;2,94;99,77;95,48;;43,93;;;;103,73;30;38,02;;12,0;;19,4;2,55;;9,0;31,88;;;;;2,0;;;;;;;;;
104;Developed regions;372;Ireland;2002;Female;75,0;;4,03;;13,35;;;;;6,6;99,5;;;35,33;44,56;35,46;100,0;;84,24;;56,13;2,46;;94,61;;48,79;;;;105,51;30;38,83;;12,0;;19,4;1,76;;8,0;38,66;;;;;1,16;;;;;;;;;
105;Developed regions;380;Italy;1996;Female;62,7;;8,11;;22,38;;99,24;;;39,68;;;;29,36;34,03;;99,7;;72,01;;45,64;8,38;97,9;98,87;;33,99;;;;89,67;28;30,04;;11,1;;6,6;5,61;;6,0;14,99;;;;;7,22;;;;;;;;;
106;Developed regions;392;Japan;2000;Female;55,9;;7,76;;21,48;;;;;7,86;99,8;;;;46,77;12,93;99,78;;72,43;4,1;44,83;1,3;;102,27;;49,31;;;;102,43;-;;;4,6;;5,4;5,51;;10,0;;;;;;10,57;;;;;;;27,41;;
107;Developed regions;392;Japan;2005;Female;54,3;;6,3;;17,24;;;;;7,37;99,8;;;17,9;45,02;14,67;100,0;;77,14;;51,66;1,1;;101,02;12,5;48,38;;;;101,11;-;30,9;;7,1;;5,1;4,52;;7,0;;;;;;8,58;;;;;;;28,06;;0,14
108;Developed regions;392;Japan;1996;Female;56,6;;8,45;;24,59;;;;;6,41;100,0;;;;47,57;;;;68,75;;;1,3;;;;50,03;;;;;-;;;4,6;;3,9;6,24;;11,0;;;;;;11,99;;;;;;;;;
109;Developed regions;392;Japan;1998;Female;54,1;;8,43;;22,67;;;;;7,25;;;;;47,79;12,17;99,55;;70,86;;41,19;1,4;;103,01;;50,14;;;;101,7;-;;;4,6;;4,6;5,95;;10,0;;;;;;11,33;;;;;;;;;
110;Developed regions;392;Japan;2004;Female;52,0;;6,46;;18,27;;;;;8,25;99,8;;;16,64;44,3;14,61;99,86;;76,03;;50,3;1,1;;100,82;;48,25;;;;101,43;-;30,6;;7,1;;5,6;4,66;;8,0;;;;;;8,87;;;;;;;;;0,13
111;Developed regions;392;Japan;1997;Female;60,4;;8,37;;24,13;;;;;6,59;;;;;47,56;;;;69,34;;;1,3;;;;50,36;;;;;-;;;4,6;;4,2;5,97;;10,0;;;;;;11,56;;;;;;;;;
112;Developed regions;428;Latvia;1995;Female;67,8;;;;;;;;;;100,0;;;47,13;;;;;;;;;;;;;;;;92,34;31;12,4;;15,0;;29,9;;;54,0;;;;;;;;;;;;;20,3;;
113;Developed regions;440;Lithuania;2006;Female;62,9;;9,54;;19,34;;99,19;;;9,98;100,0;;;52,76;23,34;31,57;95,89;;69,21;;100,14;1,37;93,23;92,92;;50,2;;;;102,26;-;21,49;;22,0;;20,3;11,46;;13,0;42,76;81,06;;22,0;;3,98;;;0,23;;;;;42,7;0,54
114;Developed regions;440;Lithuania;1995;Female;50,7;;;;;;;;;;100,0;;;46,41;;;;;;;31,08;;;93,16;;;;;;86,15;-;;;7,1;;40,6;;;28,0;;;;;;;;;;;;;21,09;;
115;Developed regions;498;Republic of Moldova;2000;Female;62,4;;28,96;;10,22;;;99,65;;14,8;98,0;;;49,34;33,2;;;;40,0;27,6;37,13;0,17;92,08;;;43,6;;;;82,51;30;37,0;;8,9;;34,3;49,77;;49,0;;;;;;8,84;;;;;;;17,54;;
116;Developed regions;498;Republic of Moldova;2005;Female;67,8;88,8;34,24;;11,51;;98,9;;;18,31;99,5;;;54,21;20,5;;82,15;;48,23;;42,9;0,29;93,27;99,41;11,111111111110999;47,51;98,0;;;89,96;31;27,6;;15,8;;29,0;40,26;18,9;39,0;;;;;;1,39;;14,6;;;;;17,6;;
117;Developed regions;498;Republic of Moldova;1997;Female;73,7;87,4;;;;;;;;;100,0;;;44,57;;;;;;;30,03;;;;;;98,8;;;81,07;29;;;4,8;;;;;58,0;;;;;;;;;;;;;;;
118;Developed regions;498;Republic of Moldova;1997;Female;73,7;87,4;;;;;;;;;99,1;;;44,57;;;;;;;30,03;;;;;;98,8;;;81,07;29;;;4,8;;;;;58,0;;;;;;;;;;;;;;;
119;Developed regions;498;Republic of Moldova;2012;Female;59,5;95,4;21,07;8,63;12,76;72,13;97,83;100,0;;13,44;99,2;89,11;51,34;55,98;18,01;;89,34;;64,02;15,5;45,71;0,46;90,46;89,96;5,6;38,17;98,8;93,65;41;88,96;33;21,9;;19,8;;;23,21;12,2;26,0;;;;;20,05;3,34;;;;;98,8;;;;
120;Developed regions;499;Montenegro;2000;Female;52,7;;;;;;;;;;99,1;;;;;;;;;12,8;;;;;;;;;;;;;;;;22,5;;;11,0;;;;;;;;;;;;;20,15;;
121;Developed regions;499;Montenegro;2006;Female;39,4;;;;;74,0;;;;;87,2;;21,4;;;;;;;;31,75;;97,92;;;;97,4;97,5;;96,77;;;;;;17,5;;;8,0;;;;;16,9;;;;;;;;;;
122;Developed regions;499;Montenegro;2006;Female;39,4;;;;;74,0;;;;;99,7;;21,4;;;;;;;;31,75;;97,92;;;;97,4;97,5;;96,77;;;;;;17,5;;;8,0;;;;;16,9;;;;;;;;;;
123;Developed regions;499;Montenegro;2013;Female;23,3;86,6;;;4,81;;;;;41,93;99,0;;;;21,02;;;;88,48;5,0;;;;;;43,62;91,7;;;;;;;16,0;;;2,53;4,5;7,0;;;;;;;;;0,09;;;;;;0,56
124;Developed regions;528;Netherlands;2003;Female;67,0;;5,93;;8,0;;;;;6,49;;;;33,83;73,08;18,41;96,29;;86,78;;59,03;1,73;98,62;;;56,47;;;;121,31;-;66,37;;36,7;;5,3;1,95;;13,0;21,38;;;;;0,94;3,63;;;;;5,72;;57,55;
125;Developed regions;528;Netherlands;2008;Female;69,0;;7,51;;7,07;;;;;5,19;;;;37,64;72,6;18,89;99,67;;86,37;;64,68;1,78;;;33,333333333333;59,92;;;;120,44;-;65,06;;39,3;;5,1;1,7;;9,0;26,73;91,78;;;;0,77;;;0,2;16,1;;;;85,6;0,5
126;Developed regions;528;Netherlands;1998;Female;71,0;;5,89;;9,34;;;;;9,27;100,0;;;;64,92;;;;82,04;;47,93;1,94;;;;51,47;;;;126,15;-;60,24;;31,3;;4,6;2,25;;13,0;18,57;;;;;1,8;;;;;;;;;
127;Developed regions;554;New Zealand;1995;Female;75,0;;8,28;;14,28;;;;;12,21;100,0;;;40,75;62,98;;100,0;;79,04;;64,85;5,41;98,51;;;55,81;;;;112,49;-;34,9;;21,2;;33,0;6,58;;15,0;;;;;;1,56;;;;;;;23,37;;
128;Developed regions;578;Norway;2005;Female;88,4;;3,22;;8,05;;100,0;;;10,73;99,2;;;;60,1;26,05;97,47;;90,33;;95,18;0,93;98,73;99,6;44,444444444443995;68,52;;;;114,41;30;48,62;;38,2;;8,0;1,59;;7,0;31,04;;;;;0,3;;;0,17;;;;25,07;78,35;
129;Developed regions;578;Norway;1998;Female;86,5;;3,25;;9,69;;99,47;;;12,99;99,1;;;35,71;64,61;;98,77;;87,69;;72,52;0,96;99,83;97,75;;69,18;;;;117,85;29;50,92;;36,4;;12,5;2,58;;7,0;24,86;;;;;1,18;;;;;;;;;
130;Developed regions;620;Portugal;2006;Female;86,8;;18,22;;18,68;;;;;18,5;;;;43,04;37,64;39,67;97,55;;68,79;;62,46;3,19;98,6;;;55,54;;;;102,85;-;22,98;;21,3;;17,1;12,53;;11,0;31,43;74,24;;15,0;;1,77;;;0,05;;;;;34,64;0,49
131;Developed regions;620;Portugal;1997;Female;78,8;;21,49;;20,32;;;;;17,97;;;;;39,77;;;;64,46;;;3,67;;;;49,44;;;;;-;23,68;;13,0;;20,2;15,22;;15,0;22,69;;;;;1,93;;;;;;;;;
132;Developed regions;642;Romania;1999;Female;63,8;59,1;16,31;;20,76;;;;;15,46;98,0;;;36,85;37,7;32,09;80,99;;31,67;;22,39;0,53;93,0;94,96;;58,69;;;;79,33;42;19,8;;7,3;;;47,57;;56,0;;;;;;30,79;;;;;;;;;
133;Developed regions;642;Romania;2005;Female;69,8;;12,67;;24,77;;99,22;;;18,43;98,1;;;42,94;26,46;39,97;92,89;;42,17;;51,09;0,91;97,6;102,68;12,5;46,87;;;;84,52;45;14,16;;11,4;;32,4;33,06;;33,0;31,69;;;;;21,24;;;;;;;20,78;;
134;Developed regions;642;Romania;2004;Female;70,3;76,0;;;26,03;;99,28;;;18,68;98,9;;;42,45;31,66;38,53;96,07;;40,96;;46,6;0,87;98,85;99,02;;48,71;93,5;;;83,62;44;11,87;;10,7;;;33,0;;35,0;;;;;;22,05;;;;;;;;13,57;
135;Developed regions;643;Russian Federation;2007;Female;79,5;;5,41;;20,17;;;;;14,4;99,6;;;56,61;37,31;;90,24;;72,88;;85,64;1,09;94,22;;;56,01;;;;82,25;;6,6;;9,8;;28,0;6,94;;34,0;;;;;;0,11;;;0,18;;;;;;
136;Developed regions;643;Russian Federation;1996;Female;65,3;;1,64;;;;;;;20,5;99,1;;;;41,03;;;;;;;0,17;;;;50,4;;;;;;6,8;;13,4;;37,8;;;71,0;;;;;;0,12;;;;;;;;;
137;Developed regions;643;Russian Federation;2004;Female;83,8;;5,62;;21,68;;;;;18,7;99,4;;;53,53;35,01;;;;70,44;;81,8;0,94;;;;54,07;;;;85,09;;7,2;;9,8;;28,0;7,88;;44,0;;;;;;0,07;;;;;;;;;
138;Developed regions;643;Russian Federation;1995;Female;63,4;;1,38;;;;;;;21,62;99,1;;;;43,61;;90,14;;;;;0,16;93,44;92,1;;51,53;;;;;;7,2;;13,4;;43,9;;;82,0;;;;;;0,16;;;;;;;18,82;;
139;Developed regions;643;Russian Federation;2011;Female;68,0;;5,04;;17,22;;;;;15,46;98,7;;;;36,7;;92,1;;77,09;;87,77;0,89;97,85;;;63,0;;;;91,27;;9,77;;13,6;;25,9;5,69;;27,0;48,3;;;;;0,28;;;0,2;;;;;;
140;Developed regions;643;Russian Federation;2011;Female;68,0;;5,04;;17,22;;;;;15,46;99,7;;;;36,7;;92,1;;77,09;;87,77;0,89;97,85;;;63,0;;;;91,27;;9,77;;13,6;;25,9;5,69;;27,0;48,3;;;;;0,28;;;0,2;;;;;;
141;Developed regions;688;Serbia;2000;Female;58,7;;;;;;;;;;98,0;;;;;;;;;11,2;;;;;;;;;;92,15;23;;;;;;;;17,0;;;;;;;;;;;;;19,49;;
142;Developed regions;688;Serbia;2010;Female;60,8;94,2;13,27;4,29;16,11;;99,89;;;;99,0;98,66;;45,98;21,94;41,27;89,7;;62,99;6,8;55,63;2,48;94,38;96,6;19,230769230769;39,03;99,0;;;92,36;24;10,25;;21,6;;19,0;20,9;5,0;16,0;;;;;;13,11;4,85;;0,1;;;7,1;20,81;;0,71
143;Developed regions;688;Serbia;2010;Female;60,8;94,2;13,27;4,29;16,11;;99,89;;;;99,9;98,66;;45,98;21,94;41,27;89,7;;62,99;6,8;55,63;2,48;94,38;96,6;19,230769230769;39,03;99,0;;;92,36;24;10,25;;21,6;;19,0;20,9;5,0;16,0;;;;;;13,11;4,85;;0,1;;;7,1;20,81;;0,71
144;Developed regions;688;Serbia;2010;Female;60,8;94,2;13,27;4,29;16,11;;99,89;;;;99,7;98,66;;45,98;21,94;41,27;89,7;;62,99;6,8;55,63;2,48;94,38;96,6;19,230769230769;39,03;99,0;;;92,36;24;10,25;;21,6;;19,0;20,9;5,0;16,0;;;;;;13,11;4,85;;0,1;;;7,1;20,81;;0,71
145;Developed regions;688;Serbia;2006;Female;41,2;;8,34;;18,65;;99,3;;;55,46;99,7;;;;30,08;;97,02;;62,14;;52,85;2,41;99,89;;;42,53;98,2;;;90,62;24;;;;;22,8;19,21;;15,0;;;;27,0;;11,63;;;0,2;;;;;;
146;Developed regions;688;Serbia;2006;Female;41,2;;8,34;;18,65;;99,3;;;55,46;88,9;;;;30,08;;97,02;;62,14;;52,85;2,41;99,89;;;42,53;98,2;;;90,62;24;;;;;22,8;19,21;;15,0;;;;27,0;;11,63;;;0,2;;;;;;
147;Developed regions;688;Serbia;2014;Female;58,4;93,9;11,8;7,31;16,69;;98,97;;;49,61;99,9;100,03;;43,14;21,21;39,17;93,26;;64,35;;66,01;2,38;98,87;102,26;22,22;41,07;98,3;;;95,41;;29,45;;34,0;;;18,95;3,2;17,0;;;;;;14,48;;;0,23;;;;;;0,7
148;Developed regions;688;Serbia;2014;Female;58,4;93,9;11,8;7,31;16,69;;98,97;;;49,61;98,4;100,03;;43,14;21,21;39,17;93,26;;64,35;;66,01;2,38;98,87;102,26;22,22;41,07;98,3;;;95,41;;29,45;;34,0;;;18,95;3,2;17,0;;;;;;14,48;;;0,23;;;;;;0,7
149;Developed regions;703;Slovakia;1997;Female;79,8;;3,7;;27,34;;98,93;;;22,56;100,0;;;;42,28;;;;66,27;;22,38;1,33;;96,68;;51,77;;;;92,91;-;3,2;;14,7;;28,0;6,41;;9,0;;;;;;0,11;;;;;;;;;
150;Developed regions;705;Slovenia;1995;Female;78,9;;5,62;;33,5;;;;;19,64;99,9;;;26,11;37,58;;98,7;;55,26;;34,91;1,96;92,91;;;52,13;;;;91,2;9;;;14,4;;13,2;10,76;;12,0;;;;;;6,6;;;;;;;22,11;;
151;Developed regions;724;Spain;1999;Female;71,7;;10,32;;13,53;;;;;36,82;;;;35,29;37,65;32,22;99,5;;81,4;;59,93;3,4;99,91;;;39,12;;;;111,58;24;22,49;;24,7;;;5,06;;5,0;12,84;;;;;4,13;;;;;;;;;
152;Developed regions;724;Spain;2006;Female;65,7;;8,45;;11,65;;;;;21,5;;;;38,9;43,96;29,98;99,66;;85,08;;76,13;3,24;99,62;96,6;;47,91;;;;121,26;24;31,82;;36,0;;12,1;3,28;;5,0;23,15;81,66;;27,0;;1,92;;;;;;;;47,08;0,46
153;Developed regions;724;Spain;1995;Female;81,1;;14,23;;13,99;;;;;48,23;;;;31,71;38,58;;100,0;;78,88;;49,2;2,42;;;;36,8;;;;118,93;24;25,98;;16,0;;7,7;7,13;;6,0;13,6;;;;;6,45;;;;;;;24,62;;
154;Developed regions;752;Sweden;1996;Female;75,2;;4,36;;12,03;;;;;20,56;;;;;42,63;;96,98;;86,2;;51,86;1,73;;;;57,36;;;;146,35;-;44,72;;40,4;;7,8;1,71;;6,0;;;;;;0,61;;;;;;;;;
155;Developed regions;756;Switzerland;1995;Female;82,0;;6,99;;15,9;;;;;5,53;;;;;64,37;;97,71;;80,7;;23,36;3,74;88,74;;;55,85;;;;97,93;30;44,8;;21,0;;5,5;3,6;;8,0;;;;;;4,99;;;;;;;24,76;;
156;Developed regions;804;Ukraine;1999;Female;67,5;;7,8;;;;99,55;;;;99,1;;;;38,54;;;;;;50,13;7,85;;102,81;;54,03;;;;103,36;30;;;7,9;;;;;36,0;;;;;;1,26;;;;;;;;;
157;Developed regions;804;Ukraine;1999;Female;67,5;;7,8;;;;99,55;;;;99,9;;;;38,54;;;;;;50,13;7,85;;102,81;;54,03;;;;103,36;30;;;7,9;;;;;36,0;;;;;;1,26;;;;;;;;;
158;Developed regions;804;Ukraine;2000;Female;71,6;;9,3;;;;;;;;99,9;;;;37,6;;;;;16,4;51,77;9,29;;98,39;;50,69;;;;104,47;32;;;7,8;;;;;34,0;;;;;;1,47;;;;;;;19,03;;
159;Developed regions;804;Ukraine;2005;Female;65,6;;18,9;;;;99,71;;;14,45;99,8;;;54,09;35,49;;68,95;;;;78,82;18,93;89,34;116,54;5,5555555555556;57,03;98,8;;;93,17;38;;;5,3;;29,0;;;30,0;;;;;;0,46;;;;;;;19,48;;
160;Developed regions;804;Ukraine;2005;Female;65,6;;18,9;;;;99,71;;;14,45;99,9;;;54,09;35,49;;68,95;;;;78,82;18,93;89,34;116,54;5,5555555555556;57,03;98,8;;;93,17;38;;;5,3;;29,0;;;30,0;;;;;;0,46;;;;;;;19,48;;
161;Developed regions;804;Ukraine;2007;Female;66,7;74,8;20,2;;;;99,62;;;;98,7;;;54,08;;;69,93;;;;90,06;20,19;88,19;100,04;;57,11;98,5;;;96,94;40;;;8,7;;29,5;;9,9;31,0;;;;;;0,31;;10,6;;;;;;5,24;
162;Developed regions;804;Ukraine;2012;Female;65,4;87,2;18,42;;15,12;;99,62;99,8;;16,1;99,0;;;;35,0;30,09;76,99;;65,36;9,4;88,03;0,79;;104,55;0,0;;98,6;;48;96,03;43;14,75;;8,0;;;19,09;9,1;25,0;49,1;;;;;0,31;;;;;;;;33,36;
163;Developed regions;804;Ukraine;2012;Female;65,4;87,2;18,42;;15,12;;99,62;99,8;;16,1;99,9;;;;35,0;30,09;76,99;;65,36;9,4;88,03;0,79;;104,55;0,0;;98,6;;48;96,03;43;14,75;;8,0;;;19,09;9,1;25,0;49,1;;;;;0,31;;;;;;;;33,36;
164;Developed regions;807;The former Yugoslav Republic of Macedonia;2011;Female;40,2;93,9;5,85;;25,47;;;98,5;;54,77;91,2;;;47,22;23,88;37,6;;;55,75;;44,4;3,56;;;;43,51;98,6;;;;30;11,35;;32,5;;17,5;18,78;6,9;7,0;26,29;;;;;14,86;;;;;;;;;
165;Developed regions;807;The former Yugoslav Republic of Macedonia;2011;Female;40,2;93,9;5,85;;25,47;;;98,5;;54,77;99,8;;;47,22;23,88;37,6;;;55,75;;44,4;3,56;;;;43,51;98,6;;;;30;11,35;;32,5;;17,5;18,78;6,9;7,0;26,29;;;;;14,86;;;;;;;;;
166;Developed regions;826;United Kingdom of Great Britain and Northern Ireland;1999;Female;82,0;;5,6;;12,56;;;;;10,36;;;;32,37;59,16;29,57;98,71;;86,47;;64,34;1,49;99,98;;;53,79;;;;101,54;31;50,01;;18,2;;30,9;0,76;;11,0;34,95;;;;;0,53;;;;;;;;;
167;Developed regions;826;United Kingdom of Great Britain and Northern Ireland;2003;Female;84,0;;5,8;;10,24;;;;;9,47;;;;36,23;58,26;34,38;100,0;;89,04;;70,38;1,64;99,99;;;54,55;;;;103,82;31;49,98;;17,9;;;0,58;;12,0;31,47;;;;;0,42;;;;;;;;61,96;
168;Developed regions;826;United Kingdom of Great Britain and Northern Ireland;2008;Female;82,0;;6,33;;9,42;;;;;12,78;;;;41,69;58,17;31,21;96,4;;89,57;;66,5;1,37;99,04;;22,727272727273;55,97;;;;98,42;31;49,8;;19,5;;26,1;0,73;;11,0;34,75;92,99;;;;0,47;;;;25,2;;;;75,47;
169;Developed regions;826;United Kingdom of Great Britain and Northern Ireland;2000;Female;76,0;;5,59;;11,95;;;;;10,4;;;;33,14;59,79;32,31;99,17;;87,04;5,8;63,48;1,66;99,98;;;54,19;;;;102,44;31;50,39;;18,4;;28,9;0,77;;12,0;34,69;;;;;0,58;4,05;;;;;6,47;23,33;;
170;Developed regions;826;United Kingdom of Great Britain and Northern Ireland;2005;Female;82,0;;5,8;;9,39;;;;;10,99;;;;39,94;59,22;30,77;99,6;;89,66;;68,85;1,54;99,99;;28,571428571429;55,4;;;;106,98;31;49,46;;18,1;;;0,73;;12,0;33,61;;;;;0,45;3,53;;;;;6,07;24,32;66,64;
171;Developed regions;826;United Kingdom of Great Britain and Northern Ireland;2005;Female;82,0;;5,8;;9,39;;;;;10,99;;;;39,94;59,22;30,77;99,6;;89,66;;68,85;1,54;99,99;;28,571428571429;55,4;;;;106,98;31;49,46;;18,1;;;0,73;;12,0;33,61;;;;;0,45;3,53;;;;;5,73;24,32;66,64;
172;Developed regions;826;United Kingdom of Great Britain and Northern Ireland;2005;Female;82,0;;5,8;;9,39;;;;;10,99;;;;39,94;59,22;30,77;99,6;;89,66;;68,85;1,54;99,99;;28,571428571429;55,4;;;;106,98;31;49,46;;18,1;;;0,73;;12,0;33,61;;;;;0,45;3,53;;;;;6,07;24,32;66,64;
173;Developed regions;826;United Kingdom of Great Britain and Northern Ireland;2005;Female;82,0;;5,8;;9,39;;;;;10,99;;;;39,94;59,22;30,77;99,6;;89,66;;68,85;1,54;99,99;;28,571428571429;55,4;;;;106,98;31;49,46;;18,1;;;0,73;;12,0;33,61;;;;;0,45;3,53;;;;;5,73;24,32;66,64;
174;Developed regions;826;United Kingdom of Great Britain and Northern Ireland;2007;Female;84,0;;6,24;;9,43;;;;;12,55;;;;41,4;58,61;31,1;95,85;;89,48;;68,65;1,54;97,94;;;55,69;;;;97,86;31;48,95;;19,7;;;0,75;;11,0;34,35;90,02;;;;0,46;;;;;;;;71,5;
175;Developed regions;826;United Kingdom of Great Britain and Northern Ireland;2009;Female;84,0;;6,72;;7,65;;;;;16,12;;;;42,57;57,12;30,86;99,3;;91,1;;67,62;1,43;98,71;;;56,15;;;;99,63;31;49,82;;19,5;;25,4;0,55;;10,0;35,38;;;23,0;;0,39;;;;;;;;81,17;
176;Developed regions;826;United Kingdom of Great Britain and Northern Ireland;1998;Female;74,0;;5,5;;12,99;;;;;10,64;99,0;;;;59,74;;99,34;;85,93;;58,9;1,69;99,83;;;53,33;;;;99,27;31;51,14;;18,2;;31,3;0,91;;11,0;34,01;;;;;0,61;;;;;;;;;
177;Developed regions;826;United Kingdom of Great Britain and Northern Ireland;2001;Female;80,0;;5,32;;11,38;;;;;;;;;33,88;58,13;32,69;98,06;;87,73;;65,15;1,61;;;;54,08;;;;102,24;31;49,64;;18,4;;27,2;0,68;;12,0;29,62;;;;;0,48;;;;;;;;;
